source_department,source_id,business_key,name,address,pincode,pan,gstin,owner_name,nic_code,industry_sector,city,inspection_dates,event_history,closure_date,name_norm,address_norm,pincode_prefix,name_phonetic,ubid,link_confidence,veto_applied,veto_reason
shops,sho_67,BIZ-00067,Sri Navarasa Fabrication 67,"Plot 67, Main Road, Hubballi",560067,,29ABCDE0067F1Z5,Owner 67,2599,Fabrication,Hubballi,2023-02-06|2023-05-16|2023-07-29|2023-11-03|2024-01-25|2024-05-01,inspection:2023-02-06|inspection:2023-05-16|inspection:2023-07-29|inspection:2023-11-03|inspection:2024-01-25|renewal:2024-04-09|inspection:2024-05-01|renewal:2025-04-17|renewal:2026-04-19,,navarasa fabrication 67,plot 67 main road hubballi,560,N162-NFRS FBRKXN ,UBID-000130,0.5,False,
factories,fac_67,BIZ-00067,Sri Navarasa Fabrication 67,"No 67, Main Road, Industrial Area, Hubballi",560067,ABCDE0067F,,Owner 67,2599,Fabrication,Hubballi,2023-02-05|2023-05-06|2023-08-04|2023-11-02|2024-01-31|2024-04-30,inspection:2023-02-05|inspection:2023-05-06|inspection:2023-08-04|inspection:2023-11-02|inspection:2024-01-31|renewal:2024-04-16|inspection:2024-04-30|renewal:2026-04-23,,navarasa fabrication 67,no 67 main road industrial area hubballi,560,N162-NFRS FBRKXN ,UBID-000131,1.0,False,
pollution,pol_67,BIZ-00067,Navarasa Fabrication 67 Traders,"No 67, Main Road, Industrial Area, Hubballi",560067,ABCDE0067F,29ABCDE0067F1Z5,Owner 67,2599,Fabrication,Hubballi,2023-02-07|2023-05-08|2023-08-06|2023-11-04|2024-02-02|2024-05-02,inspection:2023-02-07|inspection:2023-05-08|inspection:2023-08-06|inspection:2023-11-04|inspection:2024-02-02|inspection:2024-05-02|filing:2026-05-05,,navarasa fabrication 67,no 67 main road industrial area hubballi,560,N162-NFRS FBRKXN ,UBID-000131,1.0,False,
electricity,ele_67,BIZ-00067,Navarasa Fabrication 67 Traders,"Door 67, Industrial Area, Hubballi",560067,ABCDE0067F,,Owner 67,2599,Fabrication,Hubballi,2023-02-08|2023-05-09|2023-08-07|2023-11-05|2024-02-03|2024-05-03,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-07|inspection:2023-11-05|inspection:2024-02-03|inspection:2024-05-03|electricity_bill:2025-08-07|electricity_bill:2025-09-04|electricity_bill:2025-10-05|electricity_bill:2025-11-03|electricity_bill:2025-12-05|electricity_bill:2026-01-05|electricity_bill:2026-01-31|electricity_bill:2026-03-02|electricity_bill:2026-04-01|electricity_bill:2026-05-02,,navarasa fabrication 67,door 67 industrial area hubballi,560,N162-NFRS FBRKXN ,UBID-000131,0.95,False,
shops,sho_68,BIZ-00068,M/s Cauvery Lodging 68 Pvt Ltd,"Plot 68, Main Road, Mangaluru",560068,ABCDE0068F,29ABCDE0068F1Z6,Owner 68,5510,Lodging,Mangaluru,2023-02-06|2023-05-07|2023-08-05,inspection:2023-02-06|inspection:2023-05-07|inspection:2023-08-05|renewal:2024-04-24|renewal:2025-04-08,,m s cauvery lodging 68,plot 68 main road mangaluru,560,M221-M S KFR LJNK ,UBID-000132,1.0,False,
factories,fac_68,BIZ-00068,Shri Cauvery Lodging 68 Enterprises,"Plot 68, Main Road, Mangaluru",560068,ABCDE0068F,,Owner 68,5510,Lodging,Mangaluru,2023-02-05|2023-04-29|2023-08-04,inspection:2023-02-05|inspection:2023-04-29|inspection:2023-08-04|renewal:2024-04-12|renewal:2025-04-26|renewal:2026-04-05,,cauvery lodging 68,plot 68 main road mangaluru,560,C164-KFR LJNK ,UBID-000133,0.5,False,
pollution,pol_68,BIZ-00068,Cauvery Lodging 68,"Door 68, Industrial Area, Mangaluru",560068,ABCDE0068F,29ABCDE0068F1Z6,Owner 68,5510,Lodging,Mangaluru,2023-02-04|2023-05-08|2023-08-06,inspection:2023-02-04|inspection:2023-05-08|inspection:2023-08-06|filing:2026-05-05,,cauvery lodging 68,door 68 industrial area mangaluru,560,C164-KFR LJNK ,UBID-000134,1.0,False,
pollution,pol_68_dup,BIZ-00068,Cauvery Lodging 68,"Plot 68, Main Road, Mangaluru",560068,ABCDE0068F,29ABCDE0068F1Z6,Owner 68,5510,Lodging,Mangaluru,2023-02-04|2023-05-08|2023-08-06,inspection:2023-02-04|inspection:2023-05-08|inspection:2023-08-06|filing:2026-05-05,,cauvery lodging 68,plot 68 main road mangaluru,560,C164-KFR LJNK ,UBID-000134,1.0,False,
electricity,ele_68,BIZ-00068,M/s Cauvery Lodging 68 Pvt Ltd,"No 68, Main Road, Industrial Area, Mangaluru",560068,ABCDE0068F,29ABCDE0068F1Z6,Owner 68,5510,Lodging,Mangaluru,2023-02-08|2023-05-09|2023-08-07,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-07|electricity_bill:2025-12-02|electricity_bill:2026-01-02|electricity_bill:2026-02-04|electricity_bill:2026-03-01|electricity_bill:2026-03-31|electricity_bill:2026-04-30,,m s cauvery lodging 68,no 68 main road industrial area mangaluru,560,M221-M S KFR LJNK ,UBID-000132,1.0,False,
shops,sho_69,BIZ-00069,Sri Aditya Restaurant 69 Restaurants,"No 69, Main Road, Industrial Area, Belagavi",560069,ABCDE0069F,,Owner 69,5610,Restaurant,Belagavi,2023-01-14|2023-04-14|2023-07-13|2023-10-11|2024-01-09,inspection:2023-01-14|inspection:2023-04-14|inspection:2023-07-13|inspection:2023-10-11|inspection:2024-01-09|closure:2025-03-02,2025-03-02,aditya restaurant 69 restaurants,no 69 main road industrial area belagavi,560,A336-ATTY RSTRNT RSTRNTS,UBID-000135,0.5,False,
factories,fac_69,BIZ-00069,Aditya Restaurant 69 Pvt Ltd,"No 69, Main Road, Industrial Area, Belagavi",560069,ABCDE0069F,29ABCDE0069F1Z7,Owner 69,5610,Restaurant,Belagavi,2023-01-13|2023-04-13|2023-07-12|2023-10-03|2024-01-17,inspection:2023-01-13|inspection:2023-04-13|inspection:2023-07-12|inspection:2023-10-03|inspection:2024-01-17|closure:2025-03-02,2025-03-02,aditya restaurant 69,no 69 main road industrial area belagavi,560,A336-ATTY RSTRNT ,UBID-000136,1.0,False,
factories,fac_69_dup,BIZ-00069,Aditya Restaurant 69 Pvt Ltd,"Plot 69, Main Road, Belagavi",560069,ABCDE0069F,29ABCDE0069F1Z7,Owner 69,5610,Restaurant,Belagavi,2023-01-13|2023-04-13|2023-07-12|2023-10-03|2024-01-17,inspection:2023-01-13|inspection:2023-04-13|inspection:2023-07-12|inspection:2023-10-03|inspection:2024-01-17|closure:2025-03-02,2025-03-02,aditya restaurant 69,plot 69 main road belagavi,560,A336-ATTY RSTRNT ,UBID-000136,1.0,False,
pollution,pol_69,BIZ-00069,M/s Aditya Restaurant 69 LLP,"Plot 69, Main Road, Belagavi",560069,ABCDE0069F,29ABCDE0069F1Z7,Owner 69,5610,Restaurant,Belagavi,2023-01-15|2023-04-15|2023-07-14|2023-10-12|2024-01-10,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|inspection:2023-10-12|inspection:2024-01-10|closure:2025-03-02,2025-03-02,m s aditya restaurant 69,plot 69 main road belagavi,560,M233-M S ATTY RSTRNT ,UBID-000136,1.0,False,
pollution,pol_69_dup,BIZ-00069,M/s Aditya Restaurant 69 LLP,"69 Main Rd, Ind Area, Belagavi",560069,ABCDE0069F,29ABCDE0069F1Z7,Owner 69,5610,Restaurant,Belagavi,2023-01-15|2023-04-15|2023-07-14|2023-10-12|2024-01-10,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|inspection:2023-10-12|inspection:2024-01-10|closure:2025-03-02,2025-03-02,m s aditya restaurant 69,69 main rd ind area belagavi,560,M233-M S ATTY RSTRNT ,UBID-000136,1.0,False,
electricity,ele_69,BIZ-00069,M/s Aditya Restaurant 69 Enterprises,"Plot 69, Main Road, Belagavi",560069,ABCDE0069F,29ABCDE0069F1Z7,Owner 69,5610,Restaurant,Belagavi,2023-01-16|2023-04-16|2023-07-15|2023-10-13|2024-01-11,inspection:2023-01-16|inspection:2023-04-16|inspection:2023-07-15|inspection:2023-10-13|inspection:2024-01-11|closure:2025-03-02,2025-03-02,m s aditya restaurant 69,plot 69 main road belagavi,560,M233-M S ATTY RSTRNT ,UBID-000136,1.0,False,
shops,sho_70,BIZ-00070,M/s Malnad Bakery 07 Traders,"No 70, Main Road, Industrial Area, Bengaluru",560070,,29ABCDE0070F1Z8,Owner 70,1071,Bakery,Bengaluru,2023-01-10|2023-04-10|2023-07-09|2023-10-04,inspection:2023-01-10|inspection:2023-04-10|inspection:2023-07-09|inspection:2023-10-04|renewal:2024-04-24|renewal:2026-04-14,,m s malnad bakery 07,no 70 main road industrial area bengaluru,560,M254-M S MLNT BKR ,UBID-000137,0.5,False,
factories,fac_70,BIZ-00070,Sri Malnad Bakery 70 Pvt Ltd,"70 Main Rd, Ind Area, Bengaluru",560070,,29ABCDE0070F1Z8,Owner 70,1071,Bakery,Bengaluru,2023-01-09|2023-04-09|2023-07-08|2023-10-06,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-08|inspection:2023-10-06|renewal:2024-04-20|renewal:2025-04-08|renewal:2026-04-08,,malnad bakery 70,70 main rd ind area bengaluru,560,M453-MLNT BKR ,UBID-000138,0.5,False,
pollution,pol_70,BIZ-00070,Shri Malnad Bakery 70 Bakerys,"Plot 70, Main Road, Bengaluru",560070,ABCDE0070F,,Owner 70,1071,Bakery,Bengaluru,2023-01-11|2023-04-11|2023-07-10|2023-10-08,inspection:2023-01-11|inspection:2023-04-11|inspection:2023-07-10|inspection:2023-10-08,,malnad bakery 70 bakerys,plot 70 main road bengaluru,560,M453-MLNT BKR BKRS,UBID-000139,1.0,False,
pollution,pol_70_dup,BIZ-00070,Shri Malnad Bakery 70 Bakerys,"Plot 70, Main Road, Bengaluru",560070,ABCDE0070F,,Owner 70,1071,Bakery,Bengaluru,2023-01-11|2023-04-11|2023-07-10|2023-10-08,inspection:2023-01-11|inspection:2023-04-11|inspection:2023-07-10|inspection:2023-10-08,,malnad bakery 70 bakerys,plot 70 main road bengaluru,560,M453-MLNT BKR BKRS,UBID-000139,1.0,False,
electricity,ele_70,BIZ-00070,Shri Malnad Bakery 70 LLP,"Plot 70, Main Road, Bengaluru",560070,ABCDE0070F,29ABCDE0070F1Z8,Owner 70,1071,Bakery,Bengaluru,2023-01-09|2023-04-12|2023-07-08|2023-10-09,inspection:2023-01-09|inspection:2023-04-12|inspection:2023-07-08|inspection:2023-10-09|electricity_bill:2026-01-30|electricity_bill:2026-03-03|electricity_bill:2026-03-31|electricity_bill:2026-05-01,,malnad bakery 70,plot 70 main road bengaluru,560,M453-MLNT BKR ,UBID-000140,0.5,False,
shops,sho_71,BIZ-00071,Shri Sri Sai eRtail 71 Retails,"No 71, Main Road, Industrial Area, Mysuru",560071,ABCDE0071F,,Owner 71,4711,Retail,Mysuru,2023-02-04|2023-05-02|2023-08-03,inspection:2023-02-04|inspection:2023-05-02|inspection:2023-08-03|renewal:2024-04-13|renewal:2025-04-25|renewal:2026-04-15,,sai ertail 71 retails,no 71 main road industrial area mysuru,560,S634-S ERTL RTLS,UBID-000141,0.5,False,
factories,fac_71,BIZ-00071,Shri Sri Sai Retail 71,"Door 71, Industrial Area, Mysuru",560071,ABCDE0071F,29ABCDE0071F1Z9,Owner 71,4711,Retail,Mysuru,2023-02-03|2023-05-01|2023-08-02,inspection:2023-02-03|inspection:2023-05-01|inspection:2023-08-02|renewal:2025-04-15,,sai retail 71,door 71 industrial area mysuru,560,S634-S RTL ,UBID-000142,0.95,False,
pollution,pol_71,BIZ-00071,M/s Sri Sai Retail 71 Retails,"Door 71, Industrial Area, Mysuru",560071,ABCDE0071F,29ABCDE0071F1Z9,Owner 71,4711,Retail,Mysuru,2023-02-02|2023-04-29|2023-08-04,inspection:2023-02-02|inspection:2023-04-29|inspection:2023-08-04|filing:2026-05-05,,m s sai retail 71 retails,door 71 industrial area mysuru,560,M226-M S S RTL RTLS,UBID-000143,0.5,False,
electricity,ele_71,BIZ-00071,Shri Sri Sai Retail 71,"No 71, Main Road, Industrial Area, Mysuru",560071,ABCDE0071F,29ABCDE0071F1Z9,Owner 71,4711,Retail,Mysuru,2023-02-06|2023-05-07|2023-08-14,inspection:2023-02-06|inspection:2023-05-07|inspection:2023-08-14|electricity_bill:2025-12-03|electricity_bill:2026-01-05|electricity_bill:2026-01-30|electricity_bill:2026-03-05|electricity_bill:2026-04-04|electricity_bill:2026-05-04,,sai retail 71,no 71 main road industrial area mysuru,560,S634-S RTL ,UBID-000142,0.95,False,
shops,sho_72,BIZ-00072,Shri Chamundi Fabrication 72 LLP,"No 72, Main Road, Industrial Area, Hubballi",560072,ABCDE0072F,29ABCDE0072F1Z1,Owner 72,2599,Fabrication,Hubballi,2023-01-20|2023-04-20|2023-07-19|2023-10-17|2024-01-15|2024-04-14,inspection:2023-01-20|inspection:2023-04-20|inspection:2023-07-19|inspection:2023-10-17|inspection:2024-01-15|inspection:2024-04-14|renewal:2024-04-15|renewal:2025-04-03|renewal:2026-04-01,,chamundi fabrication 72,no 72 main road industrial area hubballi,560,C553-XMNT FBRKXN ,UBID-000144,1.0,False,
factories,fac_72,BIZ-00072,Sr iChamundi Fabrication 72,"No 72, Main Road, Industrial Area, Hubballi",560072,ABCDE0072F,29ABCDE0072F1Z1,Owner 72,2599,Fabrication,Hubballi,2023-01-19|2023-04-19|2023-07-18|2023-10-16|2024-01-14|2024-04-13,inspection:2023-01-19|inspection:2023-04-19|inspection:2023-07-18|inspection:2023-10-16|inspection:2024-01-14|renewal:2024-04-02|inspection:2024-04-13|renewal:2026-04-06,,sr ichamundi fabrication 72,no 72 main road industrial area hubballi,560,S625-SR IXMNT FBRKXN ,UBID-000144,1.0,False,
pollution,pol_72,BIZ-00072,Sri Chamunid Fabrication 72,"Plot 72, Main Road, Hubballi",560072,ABCDE0072F,29ABCDE0072F1Z1,Owner 72,2599,Fabrication,Hubballi,2023-01-21|2023-04-21|2023-07-20|2023-10-18|2024-01-16|2024-04-15,inspection:2023-01-21|inspection:2023-04-21|inspection:2023-07-20|inspection:2023-10-18|inspection:2024-01-16|inspection:2024-04-15|filing:2026-05-05,,chamunid fabrication 72,plot 72 main road hubballi,560,C553-XMNT FBRKXN ,UBID-000144,1.0,False,
pollution,pol_72_dup,BIZ-00072,Sri Chamunid Fabrication 72,"Plot 72, Main Road, Hubballi",560072,ABCDE0072F,29ABCDE0072F1Z1,Owner 72,2599,Fabrication,Hubballi,2023-01-21|2023-04-21|2023-07-20|2023-10-18|2024-01-16|2024-04-15,inspection:2023-01-21|inspection:2023-04-21|inspection:2023-07-20|inspection:2023-10-18|inspection:2024-01-16|inspection:2024-04-15|filing:2026-05-05,,chamunid fabrication 72,plot 72 main road hubballi,560,C553-XMNT FBRKXN ,UBID-000144,1.0,False,
electricity,ele_72,BIZ-00072,Chamundi Fabrication 72 Enterprises,"No 72, Main Road, Industrial Area, Hubballi",560072,ABCDE0072F,29ABCDE0072F1Z1,Owner 72,2599,Fabrication,Hubballi,2023-01-22|2023-04-22|2023-07-21|2023-10-19|2024-01-17|2024-04-16,inspection:2023-01-22|inspection:2023-04-22|inspection:2023-07-21|inspection:2023-10-19|inspection:2024-01-17|inspection:2024-04-16|electricity_bill:2025-08-04|electricity_bill:2025-09-03|electricity_bill:2025-10-06|electricity_bill:2025-11-04|electricity_bill:2025-12-02|electricity_bill:2026-01-01|electricity_bill:2026-01-31|electricity_bill:2026-03-04|electricity_bill:2026-04-03|electricity_bill:2026-05-01,,chamundi fabrication 72,no 72 main road industrial area hubballi,560,C553-XMNT FBRKXN ,UBID-000144,1.0,False,
shops,sho_73,BIZ-00073,M/s Chamundi Lodging 73 LLP,"No 73, Main Road, Industrial Area, Mangaluru",560073,ABCDE0073F,29ABCDE0073F1Z2,Owner 73,5510,Lodging,Mangaluru,2023-01-13|2023-04-13|2023-07-12|2023-10-10|2024-01-08|2024-04-07,inspection:2023-01-13|inspection:2023-04-13|inspection:2023-07-12|inspection:2023-10-10|inspection:2024-01-08|renewal:2024-04-01|inspection:2024-04-07|renewal:2025-04-23|renewal:2026-04-26,,m s chamundi lodging 73,no 73 main road industrial area mangaluru,560,M225-M S XMNT LJNK ,UBID-000145,1.0,False,
shops,sho_73_dup,BIZ-00073,M/s Chamundi Lodgign 73 LLP,"73 Main Rd, Ind Area, Mangaluru",560073,ABCDE0073F,29ABCDE0073F1Z2,Owner 73,5510,Lodging,Mangaluru,2023-01-13|2023-04-13|2023-07-12|2023-10-10|2024-01-08|2024-04-07,inspection:2023-01-13|inspection:2023-04-13|inspection:2023-07-12|inspection:2023-10-10|inspection:2024-01-08|renewal:2024-04-01|inspection:2024-04-07|renewal:2025-04-23|renewal:2026-04-26,,m s chamundi lodgign 73,73 main rd ind area mangaluru,560,M225-M S XMNT LJKN ,UBID-000145,1.0,False,
factories,fac_73,BIZ-00073,Sri Chamundi Lodging 73 Lodgings,"No 73, Main Road, Industrial Area, Mangaluru",560073,,,Owner 73,5510,Lodging,Mangaluru,2023-01-12|2023-04-12|2023-07-11|2023-10-09|2024-01-04|2024-04-06,inspection:2023-01-12|inspection:2023-04-12|inspection:2023-07-11|inspection:2023-10-09|inspection:2024-01-04|inspection:2024-04-06|renewal:2025-04-18|renewal:2026-04-15,,chamundi lodging 73 lodgings,no 73 main road industrial area mangaluru,560,C553-XMNT LJNK LJNKS,UBID-000146,0.5,False,
pollution,pol_73,BIZ-00073,Chamundi Lodging 73 Pvt Ltd,"Plot 73, Main Road, Mangaluru",560073,,,Owner 73,5510,Lodging,Mangaluru,2023-01-14|2023-04-14|2023-07-13|2023-10-11|2024-01-09|2024-04-08,inspection:2023-01-14|inspection:2023-04-14|inspection:2023-07-13|inspection:2023-10-11|inspection:2024-01-09|inspection:2024-04-08|filing:2026-05-05,,chamundi lodging 73,plot 73 main road mangaluru,560,C553-XMNT LJNK ,UBID-000147,0.5,False,
electricity,ele_73,BIZ-00073,Sri Chamundi Lodging 73 Lodgings,"No 73, Main Road, Industrial Area, Mangaluru",560073,ABCDE0073F,,Owner 73,5510,Lodging,Mangaluru,2023-01-15|2023-04-15|2023-07-14|2023-10-12|2024-01-10|2024-04-09,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|inspection:2023-10-12|inspection:2024-01-10|inspection:2024-04-09|electricity_bill:2025-11-05|electricity_bill:2025-12-04|electricity_bill:2026-01-01|electricity_bill:2026-02-03|electricity_bill:2026-03-04|electricity_bill:2026-04-02|electricity_bill:2026-05-03,,chamundi lodging 73 lodgings,no 73 main road industrial area mangaluru,560,C553-XMNT LJNK LJNKS,UBID-000148,0.5,False,
shops,sho_74,BIZ-00074,Royal Restaurant 74 LLP,"Door 74, Industrial Area, Belagavi",560074,,29ABCDE0074F1Z3,Owner 74,5610,Restaurant,Belagavi,2023-02-03|2023-05-04|2023-08-02|2023-11-05|2024-01-29|2024-04-28,inspection:2023-02-03|inspection:2023-05-04|inspection:2023-08-02|inspection:2023-11-05|inspection:2024-01-29|inspection:2024-04-28|closure:2025-04-03,2025-04-03,royal restaurant 74,door 74 industrial area belagavi,560,R462-RYL RSTRNT ,UBID-000149,0.5,False,
factories,fac_74,BIZ-00074,Royal Restaurant 74,"No 74, Main Road, Industrial Area, Belagavi",560074,ABCDE0074F,29ABCDE0074F1Z3,Owner 74,5610,Restaurant,Belagavi,2025-06-15|2023-05-03|2023-08-01|2023-10-30|2024-02-02|2024-04-27,inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-02-02|inspection:2024-04-27|closure:2025-04-03,2025-04-03,royal restaurant 74,no 74 main road industrial area belagavi,560,R462-RYL RSTRNT ,UBID-000150,0.5,False,
pollution,pol_74,BIZ-00074,M/s Royal Restaurant 74 Pvt Ltd,"Door 74, Industrial Area, Mysuru",560074,ABCDE0074F,,Owner 74,5610,Restaurant,Mysuru,2025-06-15|2023-05-05|2023-08-03|2023-11-01|2024-01-30|2024-04-29,inspection:2023-05-05|inspection:2023-08-03|inspection:2023-11-01|inspection:2024-01-30|inspection:2024-04-29|closure:2025-04-03,2025-04-03,m s royal restaurant 74,door 74 industrial area mysuru,560,M264-M S RYL RSTRNT ,UBID-000151,0.5,False,
electricity,ele_74,BIZ-00074,Royal Restaurant 74 Pv tLtd,"Plot 74, Main Road, Belagavi",560074,,29ABCDE0074F1Z3,Conflicting Owner 74,5610,Restaurant,Belagavi,2023-02-05|2023-05-11|2023-08-04|2023-11-02|2024-01-31|2024-05-09,inspection:2023-02-05|inspection:2023-05-11|inspection:2023-08-04|inspection:2023-11-02|inspection:2024-01-31|inspection:2024-05-09|closure:2025-04-03,2025-04-03,royal restaurant 74 pv tltd,plot 74 main road belagavi,560,R462-RYL RSTRNT PF TLTT,UBID-000152-S01,0.5,True,temporal_veto_conflicting_owner_names
shops,sho_75,BIZ-00075,M/s Sri Sai Bakery 75,"No 75, Main Road, Industrial Area, Bengaluru",560075,ABCDE0075F,29ABCDE0075F1Z4,Owner 75,1071,Bakery,Bengaluru,2023-02-10|2023-05-11|2023-08-09|2023-11-07|2024-02-05|2024-05-14,inspection:2023-02-10|inspection:2023-05-11|inspection:2023-08-09|inspection:2023-11-07|inspection:2024-02-05|renewal:2024-04-23|inspection:2024-05-14|renewal:2025-04-16|renewal:2026-04-08,,m s sai bakery 75,no 75 main road industrial area bengaluru,560,M221-M S S BKR ,UBID-000153,1.0,False,
factories,fac_75,BIZ-00075,ShriS ri Sai Bakery 75,"No 75, Main Road, Industrial Area, Bengaluru",560075,ABCDE0075F,,Owner 75,1071,Bakery,Bengaluru,2023-02-14|2023-05-19|2023-08-08|2023-11-11|2024-02-04|2024-05-13,inspection:2023-02-14|inspection:2023-05-19|inspection:2023-08-08|inspection:2023-11-11|inspection:2024-02-04|renewal:2024-04-20|inspection:2024-05-13|renewal:2025-04-17,,shris ri sai bakery 75,no 75 main road industrial area bengaluru,560,S626-XRS R S BKR ,UBID-000154,0.5,False,
pollution,pol_75,BIZ-00075,Shri Sri Sai Bakery 75 Pvt Ltd,"No 75, Main Road, Industrial Area, Bengaluru",560075,ABCDE0075F,29ABCDE0075F1Z4,Owner 75,1071,Bakery,Bengaluru,2023-02-11|2023-05-12|2023-08-10|2023-11-08|2024-02-06|2024-05-06,inspection:2023-02-11|inspection:2023-05-12|inspection:2023-08-10|inspection:2023-11-08|inspection:2024-02-06|inspection:2024-05-06|filing:2026-05-05,,sai bakery 75,no 75 main road industrial area bengaluru,560,S126-S BKR ,UBID-000153,1.0,False,
electricity,ele_75,BIZ-00075,Sri Sai Bakery 75 Bakerys,"No 75, Main Road, Industrial Area, Bengaluru",560075,ABCDE0075F,29ABCDE0075F1Z4,Owner 75,1071,Bakery,Bengaluru,2023-02-12|2023-05-13|2023-08-11|2023-11-09|2024-02-07|2024-05-07,inspection:2023-02-12|inspection:2023-05-13|inspection:2023-08-11|inspection:2023-11-09|inspection:2024-02-07|inspection:2024-05-07|electricity_bill:2025-07-04|electricity_bill:2025-08-08|electricity_bill:2025-09-03|electricity_bill:2025-10-07|electricity_bill:2025-11-03|electricity_bill:2025-12-04|electricity_bill:2026-01-04|electricity_bill:2026-02-01|electricity_bill:2026-03-06|electricity_bill:2026-04-01|electricity_bill:2026-05-03,,sai bakery 75 bakerys,no 75 main road industrial area bengaluru,560,S126-S BKR BKRS,UBID-000153,1.0,False,
shops,sho_76,BIZ-00076,Metro Retail 76 Pvt Ltd,"No 76, Main Road, Industrial Area, Mysuru",560076,ABCDE0076F,29ABCDE0076F1Z5,Owner 76,4711,Retail,Mysuru,2023-02-02|2023-05-03|2023-08-01|2023-10-30|2024-01-28,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-01-28|renewal:2024-04-07|renewal:2025-04-11|renewal:2026-04-26,,metro retail 76,no 76 main road industrial area mysuru,560,M366-MTR RTL ,UBID-000155,1.0,False,
factories,fac_76,BIZ-00076,Shri Metro Retail 76 Pvt Ltd,"Door 76, Industrial Area, Mysuru",560076,ABCDE0076F,,Owner 76,4711,Retail,Mysuru,2023-02-01|2023-05-11|2023-07-31|2023-10-22|2024-01-27,inspection:2023-02-01|inspection:2023-05-11|inspection:2023-07-31|inspection:2023-10-22|inspection:2024-01-27|renewal:2024-04-12|renewal:2026-04-01,,metro retail 76,door 76 industrial area mysuru,560,M366-MTR RTL ,UBID-000155,0.95,False,
pollution,pol_76,BIZ-00076,M/s Mtero Retail 76 Retails,"Plot 76, Main Road, Mysuru",560076,ABCDE0076F,29ABCDE0076F1Z5,Owner 76,4711,Retail,Mysuru,2023-02-03|2023-05-04|2023-08-02|2023-10-31|2024-01-29,inspection:2023-02-03|inspection:2023-05-04|inspection:2023-08-02|inspection:2023-10-31|inspection:2024-01-29|filing:2026-05-05,,m s mtero retail 76 retails,plot 76 main road mysuru,560,M253-M S MTR RTL RTLS,UBID-000155,1.0,False,
electricity,ele_76,BIZ-00076,Shri Metro Retail 76 Retails,"No 76, Main Road, Industrial Area, Mysuru",560076,,29ABCDE0076F1Z5,Owner 76,4711,Retail,Mysuru,2023-02-01|2023-05-05|2023-08-03|2023-11-01|2024-01-30,inspection:2023-02-01|inspection:2023-05-05|inspection:2023-08-03|inspection:2023-11-01|inspection:2024-01-30|electricity_bill:2025-08-04|electricity_bill:2025-09-04|electricity_bill:2025-10-03|electricity_bill:2025-11-03|electricity_bill:2025-12-05|electricity_bill:2026-01-01|electricity_bill:2026-02-01|electricity_bill:2026-03-02|electricity_bill:2026-03-31|electricity_bill:2026-05-02,,metro retail 76 retails,no 76 main road industrial area mysuru,560,M366-MTR RTL RTLS,UBID-000156,0.5,False,
shops,sho_77,BIZ-00077,Shri Bharath Fabrication 77 LLP,"77 Main Rd, Ind Area, Hubballi",560077,ABCDE0077F,29ABCDE0077F1Z6,Owner 77,2599,Fabrication,Hubballi,2023-01-29|2023-04-29|2023-07-28|2023-10-26,inspection:2023-01-29|inspection:2023-04-29|inspection:2023-07-28|inspection:2023-10-26|renewal:2025-04-23,,bharath fabrication 77,77 main rd ind area hubballi,560,B631-BHR0 FBRKXN ,UBID-000157,1.0,False,
factories,fac_77,BIZ-00077,Bharath Fabrication 77 Pvt Ltd,"No 77, Main Road, Industrial Area, Hubballi",560077,ABCDE0077F,,Owner 77,2599,Fabrication,Hubballi,2023-01-28|2023-05-03|2023-07-27|2023-10-25,inspection:2023-01-28|inspection:2023-05-03|inspection:2023-07-27|inspection:2023-10-25|renewal:2024-04-26|renewal:2025-04-20,,bharath fabrication 77,no 77 main road industrial area hubballi,560,B631-BHR0 FBRKXN ,UBID-000158,1.0,False,
pollution,pol_77,BIZ-00077,Sri Bharath Fabrication 77 Enterprises,"No 77, Main Road, Industrial Area, Hubballi",560077,ABCDE0077F,,Owner 77,2599,Fabrication,Hubballi,2023-01-30|2023-04-30|2023-07-29|2023-10-27,inspection:2023-01-30|inspection:2023-04-30|inspection:2023-07-29|inspection:2023-10-27|filing:2026-05-05,,bharath fabrication 77,no 77 main road industrial area hubballi,560,B631-BHR0 FBRKXN ,UBID-000158,1.0,False,
electricity,ele_77,BIZ-00077,M/s Bharat hFabrication 77 LLP,"No 77, Main Road, Industrial Area, Hubballi",560077,ABCDE0077F,29ABCDE0077F1Z6,Owner 77,2599,Fabrication,Hubballi,2023-01-31|2023-05-01|2023-07-30|2023-10-28,inspection:2023-01-31|inspection:2023-05-01|inspection:2023-07-30|inspection:2023-10-28|electricity_bill:2026-01-03|electricity_bill:2026-02-02|electricity_bill:2026-03-06|electricity_bill:2026-04-01|electricity_bill:2026-05-04,,m s bharat hfabrication 77,no 77 main road industrial area hubballi,560,M216-M S BHRT HFBRKXN ,UBID-000157,1.0,False,
